id,race,nationality
50169,1,1
50186,1,12
50205,1,1
50209,1,1
50212,NA,NA
50214,1,1
50222,1,5
50231,1,1
50239,1,2
50243,1,1
50252,1,1
50253,1,1
50257,1,1
50269,1,NA
50281,NA,NA
50288,1,1
50291,1,1
50293,1,1
50297,1,1
50298,1,1
50300,1,1
50310,1,1
50328,1,1
50341,1,1
50342,1,1
50348,1,2
50352,1,1
50356,1,1
50372,1,1
50375,7,14
50376,1,1
50380,1,12
50390,1,2
50392,1,1
50394,1,1
50400,1,3
50404,1,1
50407,1,1
50410,1,1
50413,1,1
50414,1,1
50418,1,1
50419,1,1
50426,1,1
50434,1,1
50438,1,1
50442,1,1
50444,1,2
50457,1,1
50466,1,1
50468,1,1
50487,1,2
50488,1,1
50492,7,14
50500,1,1
50503,1,1
50506,NA,NA
50511,1,1
50524,1,1
50526,1,1
50533,1,1
50537,1,1
50538,1,1
50550,1,1
50561,1,1
50562,1,1
50582,NA,NA
50586,1,1
50587,7,14
50588,1,1
50603,1,1
50604,1,1
50605,1,1
50615,1,1
50621,1,1
50627,1,1
50629,1,1
50643,1,1
50656,1,12
50658,1,1
50667,1,1
50684,1,1
50685,1,1
50690,1,1
50714,1,1
50715,1,1
50720,1,1
50739,1,2
50741,7,14
50748,1,1
50775,1,1
50787,1,1
50790,1,1
50799,1,14
50800,1,1
50805,NA,NA
50809,1,1
50812,1,1
50816,1,12
50819,1,1
50824,1,1
50839,1,12
50843,1,1
50848,1,1
50849,1,1
50855,1,1
50856,1,1
50859,1,1
50866,1,1
50867,1,2
50869,1,1
50872,1,5
50882,1,1
50895,1,2
50906,1,1
50913,1,1
50921,1,1
50927,1,1
50941,1,1
50954,1,1
50963,1,1
50971,1,1
50976,1,1
50979,1,5
50986,1,1
50987,1,2
50995,1,2
51005,1,1
51009,1,1
51011,1,1
51025,1,1
51027,1,1
51029,1,1
51035,1,5
51043,1,1
51079,5,NA
51081,1,1
51083,1,1
51099,3,12
51102,1,1
51116,1,1
51136,1,1
51150,1,1
51152,1,1
51155,1,1
51161,1,12
51168,1,1
51176,1,1
51179,1,1
51182,4,NA
51183,1,1
51184,1,1
51194,1,2
51205,NA,NA
51208,4,NA
51214,1,1
51216,1,1
51232,1,1
51238,1,1
51239,1,1
51242,1,1
51248,NA,NA
51252,1,1
51263,1,1
51273,1,1
51276,1,1
51281,1,1
51282,1,1
51283,1,1
51287,1,1
51294,1,1
51310,1,1
51313,1,2
51340,1,1
51341,1,1
51353,1,1
51358,1,1
51363,1,1
51369,1,1
51374,1,1
51376,1,1
51392,1,1
51394,1,1
51401,1,1
51411,1,1
51420,1,1
51444,1,1
51457,1,1
51467,1,1
51476,1,1
51482,1,1
51491,1,1
51496,NA,NA
51499,1,1
51502,1,1
51510,1,1
51515,NA,NA
51517,NA,NA
51519,1,1
51522,1,1
51524,1,1
51525,1,1
51526,1,1
51533,1,1
51536,1,1
51564,1,1
51575,1,1
51581,1,1
51585,1,2
51590,1,1
51595,NA,NA
51600,1,1
51605,1,1
51607,1,1
51617,1,1
51625,NA,NA
51631,1,1
51632,1,1
51641,1,1
51644,1,1
51645,1,1
51655,1,1
51656,NA,NA
51657,1,1
51663,1,1
51671,1,1
51680,1,1
51691,1,1
51696,1,1
51697,1,1
51704,1,1
51705,1,1
51714,1,1
51716,1,2
51727,1,1
51744,1,1
51762,1,1
51764,1,1
51777,NA,NA
51782,1,1
51794,1,1
51797,1,1
51809,1,1
51813,1,1
51816,1,1
51826,1,1
51841,1,1
51844,1,1
51865,1,1
51869,1,1
51871,1,1
51882,1,1
51886,1,1
51892,1,1
51903,1,1
51918,1,1
51927,1,1
51931,1,1
51936,1,12
51951,1,1
51966,1,1
52002,1,1
52004,1,1
52010,1,1
52029,1,1
52032,1,1
52035,1,2
52043,1,1
52046,1,1
52060,1,1
52064,1,1
52073,1,1
52079,1,1
52081,1,1
52085,1,1
52104,1,1
52110,1,1
52111,1,1
52115,7,14
52118,1,12
52126,1,NA
52127,1,1
52135,1,1
52144,1,1
52148,1,2
52149,NA,NA
52162,1,1
52178,1,1
52179,1,1
52188,1,1
52197,1,1
52204,1,1
52208,1,1
52214,NA,NA
52216,1,1
52222,1,1
52224,1,3
52234,1,2
52237,1,1
52243,1,1
52252,1,1
52266,NA,NA
52269,1,1
52271,1,1
52278,1,1
52283,1,1
52296,1,1
52303,1,1
52305,1,2
52308,NA,NA
52309,1,1
52326,1,1
52328,1,1
52340,1,1
52346,1,1
52347,1,1
52354,1,1
52359,1,2
52370,1,1
52397,1,1
52415,1,1
52418,1,1
52424,NA,NA
52427,1,1
52430,1,1
52435,1,1
52436,1,1
52443,1,1
52456,NA,NA
52478,1,1
52480,1,12
52488,1,1
52506,1,1
52512,1,4
52515,1,1
52519,1,1
52531,1,1
52538,1,1
52539,1,1
52540,1,1
52542,1,5
52570,1,1
52591,1,1
52592,1,1
52598,1,1
52611,1,1
52630,1,1
52631,NA,NA
52634,1,1
52636,1,1
52648,1,1
52650,1,1
52658,3,12
52661,1,1
52673,1,1
52682,1,1
52688,1,1
52692,1,1
52695,1,1
52697,1,1
52708,NA,NA
52719,1,1
52721,1,2
52726,1,1
52729,1,1
52738,1,1
52747,1,1
52754,1,1
52758,1,1
52766,NA,NA
52772,1,1
52774,1,1
52779,1,1
52781,1,1
52784,1,1
52787,1,1
52792,1,1
52793,1,1
52795,1,1
52806,4,NA
52808,1,1
52817,7,14
52826,1,1
52843,1,1
52879,1,1
52883,1,1
52890,1,1
52894,1,1
52901,1,1
52906,1,1
52907,1,1
52915,1,1
52936,1,1
52948,1,1
52951,1,1
52958,1,1
52959,1,1
52969,1,1
52994,1,1
52997,NA,NA
53004,1,1
53008,1,1
53014,1,1
53017,1,1
53022,1,1
53026,1,1
53044,1,1
53060,1,2
53074,1,1
53094,1,1
53101,1,1
53105,1,1
53119,1,1
53124,1,1
53125,1,1
53130,1,1
53132,1,1
53142,1,1
53144,1,1
53158,1,1
53164,NA,NA
53172,1,2
53174,1,2
53177,1,1
53178,1,1
53185,1,1
53193,1,1
53219,1,1
53220,1,1
53242,1,1
53251,1,1
53253,1,1
53264,1,5
53267,1,1
53284,1,1
53289,1,1
53295,1,1
53300,1,12
53302,1,1
53307,1,1
53313,1,1
53316,1,1
53327,1,1
53341,1,1
53345,1,1
53353,1,1
53386,1,1
53388,1,1
53391,1,1
53394,3,9
53401,1,2
53405,NA,NA
53413,1,1
53414,1,1
53419,1,1
53444,1,1
53451,1,1
53456,1,1
53467,1,1
53475,1,1
53479,1,1
53489,1,2
53492,1,1
53502,1,1
53505,1,1
53510,NA,NA
53519,4,NA
53523,1,1
53531,1,1
53553,1,1
53559,1,12
53566,1,5
53567,1,1
53570,1,1
53590,NA,NA
53598,NA,NA
53603,1,1
53621,1,1
53636,1,1
53650,1,1
53653,1,1
53660,1,1
53677,1,1
53680,1,1
53681,1,1
53690,1,1
53691,1,1
53692,NA,NA
53744,1,1
53745,1,1
53754,1,1
53757,1,1
53759,1,1
53782,1,1
53788,1,1
53789,1,1
53793,1,1
53795,1,1
53806,1,1
53811,1,2
53831,1,1
53840,1,1
53846,NA,NA
53850,1,1
53856,1,2
53861,1,1
53902,1,1
53908,1,1
53911,1,1
53924,1,1
53928,7,14
53949,1,1
53952,1,1
53955,1,1
53962,1,1
53970,1,1
53971,1,1
53986,1,5
53997,NA,NA
54012,1,1
54014,1,1
54022,1,1
54033,1,1
54036,1,1
54037,NA,NA
54038,1,2
54050,1,1
54053,1,1
54059,1,1
54072,1,1
54073,1,1
54082,1,1
54083,NA,NA
54084,1,1
54085,1,1
54110,1,1
54116,1,1
54129,1,1
54131,1,1
54135,1,1
54139,1,1
54145,1,1
54152,NA,NA
54161,1,1
54162,1,1
54165,1,1
54172,1,1
54180,1,1
54182,1,1
54184,1,1
54208,1,1
54209,1,1
54215,1,1
54219,1,1
54225,1,1
54227,NA,NA
54229,NA,NA
54246,1,1
54255,1,1
54265,1,1
54266,1,1
54289,1,1
54290,1,1
54297,1,1
54302,1,1
54307,1,1
54310,NA,NA
54323,1,1
54333,1,1
54342,NA,NA
54343,1,1
54344,1,NA
54362,1,1
54374,1,1
54378,1,14
54383,1,1
54401,1,2
54406,1,1
54411,1,1
54415,1,1
54422,1,1
54425,1,1
54426,NA,NA
54427,1,1
54434,1,1
54435,1,1
54436,1,1
54440,1,1
54457,1,1
54461,1,12
54465,1,1
54470,1,2
54491,1,12
54492,1,1
54506,1,1
54508,1,1
54515,1,1
54527,NA,NA
54540,1,1
54543,1,1
54545,1,1
54546,1,1
54560,1,1
54572,1,1
54578,1,1
54584,1,1
54586,1,1
54594,1,2
54596,1,1
54604,NA,NA
54605,1,1
54622,1,1
54625,1,1
54630,1,1
54647,1,1
54655,1,1
54656,1,1
54658,1,1
54659,1,1
54662,1,1
54671,1,1
54675,1,1
54702,1,1
54710,1,1
54720,1,1
54732,1,1
54738,1,1
54740,1,1
54744,1,1
54745,1,1
54753,1,1
54755,1,2
54758,1,1
54761,1,1
54763,1,1
54767,1,2
54786,1,1
54793,1,1
54800,1,1
54805,1,1
54823,1,1
54825,1,1
54867,1,1
54870,1,1
54900,1,1
54903,1,1
54916,1,1
54920,1,1
54928,7,14
54929,1,1
54933,NA,NA
54938,1,1
54959,1,1
54960,1,1
54978,1,1
54980,1,1
54994,1,1
55008,1,1
55009,1,1
55011,1,1
55020,1,1
55026,1,1
55028,NA,NA
55035,1,1
55042,1,2
55044,1,1
55050,1,1
55060,1,1
55072,1,1
55085,1,5
55086,NA,NA
55091,1,1
55101,NA,NA
55118,1,1
55122,1,1
55124,1,1
55125,7,14
55126,1,1
55127,1,1
55128,1,1
55130,1,1
55131,5,11
55152,NA,NA
55167,1,1
55172,1,1
55179,1,2
55185,1,2
55188,1,1
55195,1,1
55196,1,12
55206,1,1
55214,1,1
55217,1,1
55229,1,2
55241,1,1
55245,1,1
55274,1,1
55275,1,1
55295,1,1
55305,1,1
55322,1,1
55334,NA,NA
55340,1,1
55347,1,1
55348,1,1
55350,1,1
55360,1,1
55370,1,1
55372,1,1
55374,1,2
55379,1,1
55383,1,1
55390,1,1
55392,1,1
55404,1,1
55407,1,1
55415,1,1
55420,1,1
55422,1,1
55424,1,1
55425,1,1
55430,1,2
55435,1,2
55479,1,1
55499,1,1
55501,1,1
55517,1,1
55519,3,6
55532,1,1
55544,1,1
55546,1,1
55578,1,1
55589,1,1
55596,1,1
55605,1,1
55609,NA,NA
55610,1,1
55621,1,1
55622,1,1
55627,1,1
55628,1,1
55639,1,1
55647,1,2
55660,7,NA
55668,1,1
55670,1,1
55675,1,1
55693,1,1
55694,1,1
55696,1,2
55699,1,1
55703,1,NA
55704,1,1
55709,1,1
55711,1,1
55713,1,1
55718,1,1
55723,1,1
55741,1,1
55750,1,1
55752,1,1
55761,1,1
55763,1,1
55765,1,1
55770,1,1
55773,1,1
55778,1,1
55788,1,1
55796,1,2
55800,1,2
55804,1,1
55810,1,1
55817,1,1
55821,1,1
55824,1,2
55831,1,1
55850,1,1
55851,1,1
55858,4,1
55859,1,1
55888,1,1
55894,1,1
55910,1,5
55912,1,1
55914,1,1
55921,1,1
55931,1,1
55935,1,1
55959,1,1
55974,1,1
55985,1,2
55992,1,1
55994,1,1
55999,1,1
56015,1,1
56026,NA,NA
56029,7,14
56042,1,1
56043,1,1
56057,1,1
56064,1,1
56065,1,1
56086,1,1
56098,1,1
56107,1,1
56112,1,1
56129,1,1
56137,1,1
56138,1,1
56141,1,1
56149,1,12
56160,NA,NA
56168,1,1
56169,1,1
56170,1,1
56171,1,2
56175,1,1
56185,1,1
56187,1,1
56188,1,1
56189,1,1
56200,1,5
56218,1,2
56227,1,1
56228,1,1
56240,1,1
56245,1,1
56246,1,1
56251,1,1
56254,1,1
56260,1,1
56265,1,1
56303,1,1
56304,1,1
56305,1,1
56317,1,1
56327,1,1
56328,1,1
56332,1,1
56342,1,1
56344,1,1
56354,1,1
56357,1,1
56362,1,1
56379,1,1
56381,1,1
56388,1,2
56389,1,1
56390,1,1
56392,1,1
56399,1,2
56405,1,1
56406,1,1
56412,1,2
56413,1,1
56414,1,1
56420,1,1
56440,1,1
56445,1,1
56447,1,1
56450,1,1
56459,1,2
56461,1,1
56468,NA,NA
56471,NA,NA
56474,NA,NA
56479,1,1
56483,1,5
56507,1,2
56509,1,2
56510,1,1
56514,1,1
56519,1,12
56521,1,1
56524,1,1
56536,1,1
56546,NA,NA
56557,1,1
56560,1,1
56562,7,14
56585,1,NA
56605,1,1
56616,1,1
56624,1,1
56640,1,1
56649,1,1
56676,1,1
56680,1,1
56684,1,1
56703,1,1
56716,1,2
56720,1,1
56727,1,12
56738,1,1
56745,1,1
56754,1,1
56761,1,1
56763,1,12
56789,1,1
56800,1,2
56809,1,1
56816,1,1
56841,1,1
56859,1,1
56865,1,1
56875,1,1
56878,NA,NA
56884,1,1
56895,1,1
56907,1,1
56908,NA,NA
56916,1,1
56923,1,1
56924,1,1
56930,NA,NA
56931,1,1
56943,1,1
56948,1,1
56955,1,1
56963,1,1
56967,1,1
56972,1,1
56976,1,1
56980,1,3
56981,1,1
56984,1,1
56994,1,1
57000,1,1
57015,1,1
57017,1,1
57025,1,1
57027,1,1
57042,1,1
57043,1,1
57046,1,1
57047,1,1
57058,1,1
57059,1,1
57064,1,1
57078,1,1
57082,1,1
57085,1,1
57086,1,1
57088,1,1
57091,1,1
57092,1,1
57095,1,1
57097,1,1
57106,1,1
57107,1,1
57125,1,1
57126,1,1
57128,1,1
57134,1,1
57151,1,1
57152,1,1
57155,1,1
57170,1,1
57173,1,1
57178,1,1
57180,1,2
57183,1,1
57187,NA,NA
57196,1,1
57201,NA,NA
57202,1,1
57205,7,14
57217,NA,NA
57223,1,1
57232,1,1
57240,1,1
57247,1,1
57251,1,1
57255,NA,NA
57263,1,1
57269,1,1
57271,1,1
57277,1,1
57279,NA,NA
57294,1,1
57298,1,1
57305,1,2
57306,1,1
57308,4,13
57309,1,1
57316,1,1
57317,1,2
57326,1,1
57331,1,1
57343,1,1
57353,1,1
57354,1,1
57363,1,1
57368,1,2
57369,1,1
57379,1,1
57380,1,2
57384,1,1
57396,1,1
57397,1,2
57412,1,1
57413,1,1
57416,1,12
57431,1,1
57437,1,1
57440,1,1
57444,1,1
57447,1,1
57452,1,1
57470,1,1
57477,1,1
57480,1,1
57487,1,1
57493,1,1
57503,1,1
57509,1,1
57514,7,14
57515,1,1
57521,1,1
57522,1,1
57545,1,1
57557,1,1
57559,1,2
57573,1,1
57574,1,1
57576,1,1
57583,1,1
57591,1,1
57611,1,2
57614,1,1
57618,1,1
57637,1,1
57656,1,1
57666,1,1
57689,1,1
57690,1,1
57692,1,1
57698,1,1
57702,1,1
57723,1,1
57737,1,1
57740,1,1
57748,1,1
57750,1,1
57755,1,1
57756,1,1
57763,1,1
57764,NA,NA
57767,1,1
57769,7,14
57780,1,1
57783,1,1
57788,1,1
57792,1,1
57806,NA,NA
57830,1,1
57838,1,1
57843,1,1
57855,1,1
57863,1,1
57869,1,1
57878,NA,NA
57880,1,1
57882,1,1
57895,1,1
57897,1,1
57898,1,1
57910,1,1
57911,1,1
57915,1,1
57919,1,1
57921,1,2
57925,1,1
57927,1,1
57945,1,1
57953,1,1
57979,1,1
58000,1,1
58002,1,1
58004,NA,NA
58009,1,1
58014,1,1
58021,1,2
58030,1,1
58032,1,1
58036,1,12
58039,1,1
58040,1,1
58057,1,1
58061,1,1
58084,1,1
58086,1,2
58089,1,1
58091,1,1
58094,1,1
58109,NA,NA
58111,1,1
58113,1,1
58114,NA,NA
58120,1,1
58123,1,1
58124,1,1
58128,1,1
58130,1,1
58147,1,1
58149,1,1
58155,1,2
58169,1,1
58171,1,1
58175,1,1
58180,1,1
58183,1,1
58193,1,1
58197,1,1
58200,1,1
58205,1,1
58209,1,1
58222,1,1
58226,1,1
58231,1,1
58238,1,1
58241,1,2
58243,1,1
58255,1,1
58256,NA,NA
58258,1,1
58267,NA,NA
58268,1,1
58278,1,1
58284,1,1
58291,1,1
58296,1,1
58307,1,12
58309,1,1
58332,1,1
58344,1,1
58347,1,1
58352,1,1
58359,1,1
58360,1,1
58371,NA,NA
58373,1,1
58384,1,2
58394,1,1
58430,1,1
58438,1,1
58446,1,1
58447,NA,NA
58451,1,1
58458,1,1
58462,1,1
58465,1,1
58473,1,1
58474,1,5
58490,1,2
58491,1,2
58502,1,1
58510,1,1
58515,1,1
58518,1,2
58524,1,1
58527,1,1
58534,1,2
58535,NA,NA
58550,1,1
58553,1,NA
58562,1,12
58571,1,1
58585,3,12
58587,1,1
58590,1,5
58609,1,1
58616,1,1
58618,1,1
58619,1,1
58624,1,1
58638,1,1
58641,1,1
58672,1,1
58683,1,2
58685,1,2
58690,1,1
58696,1,1
58701,1,1
58708,1,1
58715,1,1
58727,1,1
58736,1,1
58741,1,1
58742,1,1
58743,1,1
58749,NA,NA
58753,1,1
58757,1,1
58758,1,2
58771,1,1
58772,1,1
58779,7,14
58801,1,1
58807,1,1
58812,NA,NA
58818,1,1
58825,NA,NA
58832,1,1
58841,1,1
58849,1,1
58852,1,1
58855,1,1
58861,1,1
58868,1,1
58879,1,1
58886,7,14
58892,1,1
58893,1,2
58904,1,1
58906,1,1
58911,1,12
58919,1,6
58935,1,2
58948,1,1
58954,1,1
58957,1,1
58969,1,1
58971,1,1
58976,1,1
58977,1,1
58980,1,1
58988,1,1
58997,1,1
59000,1,12
59007,1,1
59020,1,1
59023,1,1
59024,1,1
59027,1,1
59045,1,1
59056,1,1
59059,1,1
59064,1,12
59067,1,1
59069,1,2
59071,1,1
59072,1,1
59075,1,1
59105,1,1
59108,1,2
59113,1,1
59115,1,1
59124,1,12
59149,1,2
59153,1,1
59155,1,1
59167,1,1
59180,1,1
59190,1,1
59208,1,1
59210,1,1
59222,1,1
59236,1,1
59241,1,1
59242,1,2
59252,1,1
59263,1,1
59274,1,1
59284,1,1
59290,1,1
59295,1,2
59297,1,2
59300,1,1
59305,1,1
59306,1,1
59312,1,1
59315,1,1
59319,1,1
59324,3,7
59325,1,1
59332,1,2
59340,1,1
59341,1,1
59345,1,1
59353,1,1
59359,1,1
59367,1,1
59368,3,7
59384,1,1
59387,1,1
59395,1,1
59396,1,1
59415,1,12
59417,1,1
59420,1,1
59429,1,1
59431,1,1
59435,NA,NA
59437,1,4
59459,1,1
59517,1,1
59536,1,1
59537,1,1
59541,1,1
59545,1,12
59548,1,1
59552,1,1
59564,1,1
59571,1,1
59572,4,NA
59585,1,1
59599,1,1
59613,1,1
59617,1,1
59628,1,1
59646,1,1
59663,1,1
59685,1,2
59687,1,1
59698,1,1
59708,1,1
59715,1,1
59720,NA,NA
59725,1,1
59751,1,1
59755,1,1
59768,1,2
59773,1,5
59778,1,1
59785,1,2
59786,1,1
59797,1,2
59804,1,1
59821,1,1
59826,1,1
59843,1,1
59846,1,1
59855,1,1
59858,1,1
59864,1,1
59865,1,1
59881,1,1
59889,1,2
59891,1,1
59907,1,1
59917,1,2
59922,4,NA
59924,1,1
59939,1,1
59946,7,14
59961,1,1
59970,1,1
59971,1,1
59975,1,1
59976,1,1
59980,1,1
59983,1,1
59984,NA,NA
59987,1,1
59993,1,1
60008,1,1
60014,1,5
60018,1,1
60033,1,1
60038,1,1
60046,1,1
60060,1,1
60066,1,1
60075,1,1
60081,1,1
60097,1,1
60104,1,1
60106,1,1
60107,1,12
60110,1,1
60114,1,1
60115,1,1
60129,1,1
60146,7,14
60148,1,1
60160,1,1
60164,1,1
60171,NA,NA
60180,1,1
60187,1,1
60197,1,1
60200,7,14
60206,1,1
60209,1,3
60220,1,1
60235,1,1
60238,1,1
60245,1,1
60262,1,1
60266,1,1
60267,7,14
60272,1,1
60284,1,1
60289,1,1
60290,1,1
60301,1,1
60316,1,1
60318,1,2
60323,1,5
60326,1,1
60334,1,2
60351,1,1
60355,1,1
60358,1,1
60375,NA,NA
60380,1,1
60383,1,1
60390,1,1
60392,1,12
60400,1,1
60402,1,1
60403,1,1
60409,1,1
60416,1,1
60426,1,2
60438,1,1
60456,1,1
60471,1,1
60474,1,1
60485,1,1
60496,1,1
60519,NA,NA
60522,1,2
60534,1,2
60541,1,1
60546,1,12
60562,1,1
60570,1,1
60585,1,1
60586,1,1
60593,1,12
60595,1,1
60597,1,1
60611,1,1
60622,1,1
60633,1,1
60641,1,1
60643,1,1
60648,1,1
60649,1,1
60651,1,1
60659,NA,NA
60660,1,2
60661,1,1
60687,1,1
60688,1,1
60690,1,1
60729,NA,NA
60735,1,1
60737,1,NA
60764,1,1
60766,1,1
60769,1,1
60779,1,1
60784,1,1
60788,1,1
60799,1,1
60800,1,2
60805,NA,NA
60811,1,1
60819,1,1
60825,1,1
60827,1,2
60846,1,1
60854,1,1
60855,1,1
60861,1,1
60866,1,2
60869,1,1
60879,1,4
60885,NA,NA
60893,1,1
60895,1,1
60902,1,1
60920,1,1
60926,1,2
60933,1,1
60938,1,1
60943,1,1
60956,1,1
60969,1,1
60976,1,1
61008,1,1
61009,1,1
61012,1,1
61013,1,1
61029,1,1
61036,1,1
61043,1,1
61056,1,1
61058,1,1
61065,1,1
61071,1,1
61076,1,1
61077,1,1
61080,1,14
61097,1,1
61108,3,7
61118,1,1
61137,1,1
61139,1,1
61146,1,1
61158,1,1
61162,1,12
61163,1,1
61166,1,1
61167,3,9
61171,1,12
61183,1,1
61186,1,1
61189,1,1
61194,1,1
61197,3,12
61200,1,1
61203,1,5
61218,1,1
61240,7,14
61244,1,1
61247,NA,NA
61257,1,5
61259,1,1
61261,1,1
61271,1,1
61288,1,1
61292,1,1
61295,1,1
61298,NA,NA
61310,7,14
61315,1,1
61341,1,1
61351,1,1
61360,1,1
61363,1,1
61377,1,1
61387,1,1
61401,1,1
61406,7,14
61408,1,1
61414,1,1
61418,1,2
61422,1,1
61424,1,2
61425,1,1
61427,1,1
61428,1,1
61432,1,1
61437,1,1
61443,1,1
61444,1,1
61445,1,1
61446,1,1
61455,NA,NA
61458,1,1
61461,1,1
61465,1,1
61471,1,1
61473,1,1
61485,1,1
61487,1,1
61494,1,1
61497,1,1
61511,1,1
61519,1,1
61527,1,1
61540,1,1
61541,1,1
61544,1,1
61547,NA,NA
61555,1,1
61556,1,1
61559,1,1
61584,1,1
61597,1,1
61605,1,1
61606,1,1
61620,1,1
61635,1,1
61636,1,1
61639,1,1
61646,1,1
61648,1,1
61665,1,1
61695,1,1
61697,1,1
61702,1,1
61703,1,1
61705,1,1
61712,1,1
61714,1,1
61721,1,1
61732,1,1
61736,1,1
61746,1,1
61755,1,1
61764,3,7
61771,1,1
61778,1,1
61780,1,1
61782,1,1
61787,1,1
61791,4,14
61794,1,5
61816,1,1
61820,1,1
61841,1,1
61843,1,1
61846,1,1
61862,1,1
61882,1,1
61884,1,1
61885,1,1
61897,1,1
61901,7,14
61915,7,14
61926,NA,NA
61943,1,1
61952,NA,NA
61955,NA,NA
61966,1,1
61968,1,1
61970,1,1
61971,1,5
61973,1,1
61975,1,1
61978,1,1
61979,1,1
61980,1,1
61999,1,1
62001,1,1
62018,1,1
62034,1,1
62045,1,1
62056,1,1
62061,1,1
62076,NA,NA
62082,1,1
62097,1,1
62111,1,2
62123,1,1
62132,1,1
62138,1,1
62152,1,1
62178,1,1
62181,1,1
62183,7,14
62184,7,14
62198,1,1
62199,1,1
62202,1,1
62205,1,1
62215,1,1
62219,1,1
62224,1,1
62225,1,1
62227,1,1
62233,1,1
62239,1,1
62242,1,1
62244,1,1
62257,1,1
62268,1,1
62270,1,1
62275,1,1
62281,NA,NA
62292,1,1
62294,1,1
62300,1,1
62302,1,1
62314,1,1
62315,1,1
62322,1,1
62330,1,1
62339,1,2
62386,1,1
62391,1,1
62397,1,1
62422,1,1
62427,1,1
62430,1,1
62443,1,1
62454,1,1
62459,1,1
62461,1,1
62463,1,1
62480,1,1
62493,1,1
62494,1,1
62502,1,1
62510,1,12
62521,1,1
62529,1,1
62531,1,1
62537,1,1
62541,1,1
62550,1,1
62552,1,1
62553,1,1
62566,1,1
62571,1,1
62572,1,1
62580,1,1
62583,1,2
62586,1,1
62588,1,1
62599,1,1
62600,1,1
62624,1,1
62626,1,1
62633,1,1
62645,NA,NA
62648,1,1
62649,1,1
62668,1,1
62672,1,1
62686,1,1
62689,1,1
62696,1,1
62697,1,1
62709,1,1
62732,1,2
62741,NA,NA
62749,1,12
62750,1,1
62752,1,1
62755,1,1
62758,1,1
62773,1,1
62778,NA,NA
62788,1,1
62799,1,12
62807,1,1
62823,1,1
62827,1,1
62836,1,1
62837,1,1
62845,1,1
62854,1,1
62865,1,1
62866,1,1
62893,1,1
62895,1,1
62902,NA,NA
62904,1,1
62910,1,1
62915,1,1
62917,1,1
62929,1,1
62936,1,1
62939,1,1
62941,1,1
62942,1,1
62947,1,1
62952,1,1
62969,1,1
62970,1,1
62975,1,1
62978,1,1
62979,7,14
62980,1,1
62981,1,1
62985,1,1
63005,1,1
63014,1,1
63017,1,2
63019,1,1
63023,1,1
63035,1,1
63037,1,1
63058,1,1
63064,1,1
63071,1,1
63078,1,1
63088,1,5
63098,7,14
63102,1,1
63108,1,1
63110,1,1
63114,1,1
63120,NA,NA
63132,1,1
63138,1,1
63140,1,1
63141,1,1
63147,1,1
63156,1,1
63158,1,1
63177,NA,NA
63186,1,1
63204,1,1
63207,1,1
63209,NA,NA
63210,1,1
63213,NA,NA
63214,1,1
63215,1,1
63222,1,1
63224,1,1
63247,1,2
63248,1,1
63251,1,1
63258,1,1
63271,1,1
63275,1,1
63290,1,1
63292,1,1
63294,1,1
63296,1,1
63304,1,1
63308,1,1
63311,1,1
63318,NA,NA
63322,1,1
63325,1,1
63341,1,1
63360,1,1
63361,1,1
63363,1,1
63376,NA,NA
63387,7,14
63417,1,2
63420,1,1
63425,1,1
63454,1,1
63461,1,1
63469,1,2
63500,1,1
63503,1,1
63509,1,1
63510,1,1
63521,1,1
63526,1,1
63542,1,1
63550,1,1
63552,1,1
63562,1,1
63581,1,1
63584,1,1
63596,1,1
63606,1,1
63607,1,1
63622,1,1
63625,1,1
63627,1,1
63628,1,1
63633,1,2
63636,1,1
63642,1,1
63656,1,1
63671,1,1
63673,1,1
63675,1,1
63684,1,1
63690,1,1
63697,1,1
63700,1,1
63704,1,2
63706,1,1
63712,1,1
63713,NA,NA
63720,1,1
63729,NA,NA
63730,1,1
63742,1,1
63745,1,5
63762,1,1
63781,1,1
63785,1,1
63788,1,1
63789,1,1
63795,NA,NA
63796,1,1
63802,1,1
63806,1,1
63815,NA,NA
63822,1,1
63823,NA,NA
63826,1,1
63834,1,1
63835,1,1
63839,1,2
63842,1,1
63843,1,1
63851,1,1
63853,1,1
63868,1,1
63877,4,14
63881,1,1
63882,1,1
63883,1,1
63890,1,1
63894,7,14
63900,1,1
63901,1,1
63906,1,5
63908,1,1
63910,1,1
63912,1,1
63921,1,1
63938,1,1
63948,1,1
63969,1,1
63971,1,NA
63975,1,1
63979,1,1
63981,1,2
63984,1,1
63990,1,1
63993,1,1
63997,1,1
64009,1,1
64022,1,12
64024,1,1
64028,1,1
64040,1,1
64043,NA,NA
64050,1,1
64053,1,2
64059,1,1
64074,1,1
64077,1,1
64094,1,1
64097,1,1
64098,1,1
64110,1,2
64111,1,1
64113,1,1
64118,1,1
64135,1,1
64139,1,1
64146,1,1
64151,1,1
64157,1,1
64162,4,NA
64164,1,2
64169,1,1
64182,1,1
64190,1,1
64191,1,1
64206,1,1
64208,1,1
64209,1,1
64216,1,1
64219,1,1
64220,1,1
64222,1,1
64226,1,1
64253,1,1
64259,1,1
64272,1,1
64273,1,1
64283,1,2
64285,NA,NA
64286,1,1
64288,1,1
64289,1,1
64290,1,5
64293,1,1
64300,1,1
64308,1,1
64309,1,1
64316,1,1
64323,1,1
64335,1,1
